shame,"When I was young I was told to to the shop to buy a dozen eggs.  I went and asked for one egg and the people in the shop laughed at me and so did my family when I told them what had happened."
shame,"At using other people, because of sexual experience that was using another to the detriment of both. Anxiety that I may have affected another for the worst."
guilt,"I had a girlfriend which I used to call regularly. Then I didn't phone her for a while. At a certain moment I felt a little tension which became worse."
guilt,"I had lunch with my ex-boyfriend and did not mention it to my fiancee.  I felt guilty despite the fact that I felt nothing for my ex-boyfriend."
fear,"It was not long ago when I and two of friends of mine got quite drunk and one of them began to rave under the influence of the alcohol. I felt fear of what could have happened."
joy,Having received an offer to do post-graduate work.
sadness,"I felt very sad when a friend of mine failed the final exam and she could not be accepted at the institution of learning."
shame,"When I realised that I had become too emotionally involved with the person I'm going out with, and when I began to like someone else and questioned whether I really care about person I'm with."
joy,When my boyfriend and I made up.
anger,"I was angry about how the government acted concerning Hainburg, especially when I saw a discussion about it on TV."
sadness,When my flute-teacher was replaced by a new one.
sadness,"Sadness - this is an emotion which I have felt very often recently. I can't remember a concrete example. I will describe my general impression from severl situations which evoked this feeling in me."
shame,"When a friend from whom I preferred to hide my private life discovered that I had relations with a man."
sadness,When I think about my parents getting old.
guilt,[ Can not think of anything.]
disgust,"When I lose on my bets on anything - baseball, football, basketball, track, craps, poker, or arcade - whether its 5 dollars or 200 I feel that I should never have done it in the first place."
joy,"For my parents anniversary, we hosted a party and we were very happy."
sadness,My mother was ill and my father was not at home.
fear,I may not be clever enough to understand your English lectures.
guilt,"Being miserable in a party when other people are friendly and happy."
fear,"I was less than 10 years old when our neighbour's dog chased me to the roof of a small shed and there seemed to be no hope of getting away from there."
disgust,Robbery mentioned under sadness.
anger,"My fiancee and I were at my parent's place watching TV. There were  only two TV-chairs and we were sitting on them when my drunken brother came in and rudely chased my fiancee off the chair she was sitting on."
disgust,Saw someone messing up our room.
disgust,"I felt disgust when I saw a drunkard vomiting very offensive matter."
disgust,A man spat on the wall of a house.
sadness,Getting to know that my uncle in America had a brain tumor.
sadness,I asked a girl out on a date and she said no.
shame,"During the English lesson we were required to do a play.  A few days after doing it the teacher asked us to do it again at a meeting  and I forgot my part."
guilt,Once I lied to my parents and this made me feel very guilty.
sadness,"I felt sad after having had an argument with my boyfriend.  I felt that he did not understand me and that there was no point in carrying on with the relationship."
sadness,When I left my part-time job.
shame,"When I talked to a psychotherapist for the first time, I started to cry; first I talked to him but he did not say anything and after a while I was crying."
shame,Did not finish homework.
disgust,"I was forced to go to a party with someone I didn't love and he was telling people that I was his girlfriend."
anger,"One day I had sunned my favourite shirt and was putting it back in the wardrobe when my younger brother snatched it from me and wore it.  He had not had a bath and was very dirty.  I scolded him but he answered back and locked himself up in a room.  I was very angry so I starteed kicking on the door and abusing him loudly and freely."
guilt,"When I had sufficient amount of money, I brought more clothes for myself than for the children - I  felt bad about it."
fear,"When I was cycling to school, I nearly got knocked down by a car which (overtook me too closely) did not give me any swerving space."
guilt,"When I did not defend my close friend when my father degraded him. I felt guilty for allowing my father to get away with his actions and for the hurt my friend felt. I cleared the matter up with my father a few weeks later."
anger,"I missed an opportunity to go abroad because of some silly mistakes for which I had to suffer a lot."
disgust,Attitude to a related family.
shame,"When, for example, I fail in my undertakings."
guilt,Not helping other people to do their homework.
anger,"One winter day I, unwillingly, was outdoors with my younger brother (10 years younger than me).  I lost my temper on him and wanted to throw my brother down the snow bank we were on.  I pushed him but not as hard as I had wanted to. We were alone the two of us."
joy,"When I went to visit a friend in the hospital. She had to undergo an operation for rupture. I was glad to hear that the operation succeeded and that she was relieved of her pain."
fear,"When I was young I saw a horror film.  Then when I went to sleep, the film came back too my mind and the characters frighteneed my imagination."
disgust,"Through the media and their presentation of a kidnapped child who was raped."
fear,"At night when I was coming from Lingadzi Inn I heard a hyena crying in the Lingadzi jungle. I was alone."
fear,Being alone in the room at night.
shame,"Some time back I had signed a letter which I had not read.  What had happened is that something had been written against my friend and this went to the higher authorities.  My friend asked me  -""you also signed ?""   "
joy,When I knew about my first job.
shame,I fell outside the door of my house.
anger,"Once, during a performance I did not sing the way I had to."
anger,"When my roommate's boyfriend assaulted me. He was threatening me, calling me names and pushing me around."
joy,"When my fiancee travelled 2000 Km to visit me, and I hadn't seen her for 4 months."
guilt,I broke my friend's badminton racket and she kept quiet about it.
guilt,"I forgot to water the flowers in our flat and was rebuked by my friends who share the flat with me."
disgust,"I was disgusted from a quarrel between two married people, in which the children were involved as accusers of one of the parents."
joy,"When I first heard ""I like you !"" from my boyfriend."
shame,"Quite recently I realized that I had had some erroneous views about life. For instance, I had always lived for other people, had forgotten my own person and suppressed my own feelings. I was ashamed because I had not been concious of that until I had a conversation about it with a person."
fear,"When I am alone at night after having read horror stories, and then I heard unexplainable noises."
shame,"On New Year's Eve, when I went to the house of my girlfriend's parents to meet them."
joy,Doing well in the examn.
shame,"I omitted to do a favor to a friend, while he was very much in need for help."
joy,"During the summer I received grade cards from my TA's. I expected a B no better in Computer Science. I looked at the card - I got an A - I was ecstatic."
disgust,"I deliberately avoided a person who I wanted to hurt, and who wanted to talk to me."
guilt,"My sisters asked me to fetch them at a discotheque which is 5 km off. There was a thick fog and snowfall. There was not enough room in the car for all of them and they asked me to go there once again. When I did not do that they had a way to make me feel guilty."
joy,When I was with someone I love.
guilt,"I hit my little sisiter on the head with a stone while we were fighting."
joy,When I qualified for form I.
disgust,Cueing for a bus and the drivers having long dinner.
shame,"I told some acquaintances of mine something that I regretted later."
anger,When I was insulted by a man.
joy,"After a difficult exam. When I had not hoped to take it and had got a high mark. When you present someone with something and he feels glad."
anger,"I felt angry at one time when I was chatting with friends and suddenly another friend joined us and started opposing any comment I added to our chatting."
fear,"When I was about six years old, I mistook a cat for a leopard      when it entered my room at night."
disgust,My roommate talking and shaking her bed at night.
shame,"I misunderstood a girl and thought that she loved me.  One day when I was talking to her, her boyfriend appeared and I felt ashamed."
fear,"Having quarreled with a boyfriend, he threatened to leave me."
sadness,When my sister left home to go and live with her husband.
shame,"I was walking to school and I passed by a red cross post where there were many soldiers.  They began to pass remarks at me."
anger,"When I heard that my step-mother had treated my mother in a wrong manner."
guilt,When caught shop-lifting as for shame.
shame,Doesn't apply.
sadness,"When we decided, my boyfriend and I, that we would separate, I realized that he would have wanted to continue our relationship and the coming separation hurt him."
fear,"Once our school class went skiing. On a steep slope a boy standing behind me lost his balance, fell down and drew me with him. I slided down the whole slope. At about 1 m distance from a tree I could stop."
disgust,"When I was a teacher in an evening school, a girl raised a lot of questions and expressed her opinions.  She, very often, took a stand which was different from mine and she thought that it was better than mine.  Her opinions were helpful academically, but  she did not take into consideration my position in public.  Also she seemed to be very talkative and so she disgusted me."
fear,That I would do bad in a class and not get into Bus school.
guilt,"When I was driving my motorbike I went into a bend incautiously and fell down. I was slightly hurt, the motorbike was slightly damaged."
anger,"I saw in a movie a block on which affluence and poverty existed. I saw that the rich made no attempts to help the poor."
sadness,"When my sister (really my niece) died of cancer at the age of 2 yrs after I took her to the doctor at the age of 1 and he diagnosed it."
fear,"While watching TV (a war movie), I felt a strong fear of death, threat and fear of loosing people close to me."
fear,"Taking a trip to crocokile country I fell out of the boat and was motivated by fear of being eaten to perform great swimming feats."
guilt,"I broke a cup and put it back without telling anyone about it and someone almost got blamed for it, then it was discovered that it was me who had broken it."
fear,Before I had a tooth pulled out.  I was very upset and ill.
sadness,"I felt sad when a thief stole all the clothes from my friend's cupboard at school (boarding)."
sadness,When my dog died.
guilt,"I was supposed to have done some things for my mother, but just plain didn't get around to it."
guilt,"Making a sexual pass at my cousin with whom I have a very close personal relationship."
fear,Finding out that I am not an as able student as I thought.
anger,When the morning newspaper has not arrived.
sadness,"When I saw in the newspapers, on the T.V, and magazines the chaotic situation caused by the drought and hunger in Mauritania."
joy,Good news about a sick relative.
guilt,"I borrowed my classmate's notebook one week before the examination and I promised to give it back to her in two days time.  I was very busy at that time and forgot many things; as I was not very often at home she could not contact me.  When I started my revision I realized that her notebook had been on my desk for five days.  I contacted her immediately and gave it back to her.  Though she did not say anything I felt very guilty."
guilt,Wrongly accused a classmate.
shame,"I talk too much, cannot keep things secret. I promised a friend not to tell something to anybody. Neverthless, I did, and she got informed about it. I felt very ashamed."
guilt,Saw a blue film in a cinema.
sadness,"When I took the B.A exams,I was expecting a 1st class even though I had not done very well. When the results came out I felt sad as I had missed the 1st class by 12 marks."
joy,"It was when I was selected to go to a Secondary school to start form I."
shame,"When taking part in the mobbing of one of my best friends in primary school."
anger,"When I discovered that my girlfriend was going around with another boy."
sadness,When I failed at the first entrance exam.
sadness,I like someone who does not like me and was rude to me.
guilt,"When my library books were overdue and I did not have the money to pay for them."
fear,"On a dark night I felt that there were several people near me and I did not know who they were."
fear,"One day I was busy day dreaming along the road and suddenly I heard the sound of jamming car braked behind me. I woke up from my dreams and it was about to crash me."
disgust,NO RESPONSE
sadness,My grandmother died during Christmas break several years ago.
fear,"I was alone walking in a deserted part of the city and I had some fear that some men would attack me and rob me."
joy,"When I spoke to my daughter and wished her luck for the examinations she was about to take."
guilt,"I reproached my mother's cooking and criticised her personality, and she felt hurt and depressed."
fear,"When I was looking for a job I felt a lot of fear but the fear was greater when I found it."
anger,"I had a very good friend in secondary school.  The year after our graduation I prepared to celebrate her birthday and I called off all my appointments.  I got together the other friends and we were ready to give the entire day to her.  However this friend disappeared on her birthday.  When I phoned another friend I didcovered thay she was busy, I did not call her anymore."
guilt,"The greatest guilt I felt and I didn't know if it was really justified is that when I was a child I had a brother very close to me. He  became ill, and asked me to see  him in the hospital. I didn't go, when his situation became worse in the U.I.T. (Unity of intensive therapy) I went and he died."
joy,When I got accepted to CAL.
guilt,"I saw a neighbour, from the same appartment block as me, lying    on the road.  He could have been injured or ill.  I kept 20 metres away and did not go to help him."
sadness,"I feel sadness when I only imagine that I could lose a close person. Some time ago I lost a man whom aI greatly respected."
joy,I went home and visited with my family and friends.
fear,"I remember when I was a child of a storm that made me terribly afraid. I thought that the house was coming down and that in the next day I would be dead. Everybody was awake and I stayed all night in bed without falling asleep."
disgust,Postgraduate students talking about girls stupid.
guilt,"I had a date with a boy, but I didn't feel liked, and didn't go, I wasn't home purposely at the time we arranged."
sadness,"I have high expectations for my future but if I pursue the subject in this manner I will not attain this."
sadness,When my beloved grandfather died.
guilt,"I spoke to my mother on the phone.  She had skin cancer and was waiting to be operated.  I forgot to ask her the date of the operation and just before finishing our conversation she gave me the date in passing. "
sadness,"When a friend, who has been with me at school, failed to make it to UNZA."
shame,Stealing from my mother's purse when I was a little boy.
disgust,"I was disgusted the other day I was told to take off the dog's faeces around the house since they smelled bad I did the job but in the end I felt disgusted."
"
guilt,"When I was young, I stole some money from my mother's purse. It wasn't very much, but I can remember when she found it gone I felt very guilty."
fear,"My friend and I planned to search for old documents and utensils in the cellar. It was very late at night when we arrived in the cellar. He indicated the place where the police (40 years ago) found two dead bodies. I got very scared when he told me this story."
anger,When I missed the tram after having run for it.
joy,When I was selected for the university.
fear,"While I was pushing a court roller out of a ditch, I slipped and fell down and the roller rolled back towards me -down slope-It is a miracle that I still have my legs intact."
guilt,"When I arrived home late at night.  I know that my mother gets worried and this made me feel angry."
fear,"I broke my knee when I was skiing over ""Yastrebetz"" (a racing track in a Bulgarian winter resort)."
guilt,"When my nephew asked me to tell him a story and I simply did not have the energy or the will.  When I saw his disappointment I was terribly guilty and read a story to him after all."
joy,"When I heard that I had passed my MCE Exam, I spent the whole day dancing and eating sugarcanes from our garden."
sadness,"A boy I look after for the probation service deliberately offended to provoke a reaction from the police."
anger,When my mother treats me as a 10-year old boy.
anger,"I was very angry when I heard that my brother was beaten by his friends."
shame,"I didn't tell my parents that I was going to Sofia. I told them that I was going to a seminar. My mother knew that I was lying but she didn't stop me."
sadness,"When a friend of mine told me that he was going to commit suicide."
anger,"At school, a couple of years ago, a so-called acquaintance told lies about me to a teacher I was told about it by friends who overheard the conversation."
joy,When a student of mine (at music) performed and played remarkably well.
guilt,"A friend who was 22 years old, died of leukemia; I had not known that he was so ill and therefore had not cared."
anger,"My mother and I had an argument over buying some clothes for me.  She did not accept the fact that I did not like the same things as her, and we ended up shouting at each other."
sadness,When I learnt that my close friend was going to immigrate.
joy,"I was admited to the Chinese university of Hong Kong.  The day the results were announced I looked in the newspaper and saw my candidature number."
sadness,When I heard my sister got in a bad car accident.
anger,When someone lies to me.
shame,"The parents of a friend of mine surprised us and another couple sleeping in thier place."
guilt,"When I forced a close friend of mine to ask a girl things about herself."
shame,When harassed by this boy - it was sexual (refer to GUILT).
disgust,"I saw a movie called ""The Thing"", the film directed by John Carpenter.  The monster in the film made me feel disgusted."
anger,"When my father's new fiancee treats me like a child.  She does not trust me and constantly misunderstands me.  I get particularly angry when she says nasty things about my boyfriend with whom she works."
shame,"When I had insulted my father two years back, at that time I was very angry due to some reasons."
sadness,I had failed some subjects in mathematics.
sadness,"When I realized the burden it was for my mother to look after all of us, all by herself."
shame,"When I told a girl that I could not take her out that night as I was entertaining my mother who had come from home.  However, I later met this girl with another girlfriend at a hostel where I had taken out another girlfriend of mine."
guilt,"Not being able to spend more time with a friend who was visiting me."
guilt,I stroke a person undeservedly.
fear,"When I began school at UC. The pre-enrollment the classes, and the question of success really scared me."
disgust,A TV program on whale-hunting.
disgust,"When I entered the wound intensive care at the Central Hospital in Blantyre which was stinking."
fear,"I am thinking about death, the eternal of it, the unknown, the sense of being here. Often, laying in bed in the dark and quiet, the fear makes me feel dizzy."
joy,When I passed the 12th standard board exams.
joy,I got a present from a great friend (a dog).
sadness,When my beloved girlfriend got married to another person.
disgust,When I vomitted a lump of blood.
anger,"We had fixed time for practice as we had to participate in the inter-department song contest.  I arrived and found that there was nobody there.  When I went to the canteen I found them eating lunch.  I was so angry that I aired my greviances to one of them and then left."
sadness,My father dying.
anger,"When, after a week at school, a teacher sent a note home saying that my son was inattentive and unable to do his lessons."
anger,"At one of my close friends saying she didn't like the way I am nice to people I don't know, or who have been nasty to me."
guilt,"I had enough time to do my assignment, and I did not do it well.  When the lecturer scolded me, I had this feeling."
shame,When I forgot a promise made to a friend of mine.
joy,After each successfully passed exam I am happy.
sadness,"My current work load is too much.  The feeling comes back from time to time."
joy,"When I was selected for higher education, i.e grade 7 to formI."
sadness,When I could not do anything because of a bad back.
guilt,Squeezed the puppy in the door.
anger,"When my parents drove me to a nearby place and went home immediately instead of waiting a few hours.  They could have easily waited."
joy,When I was accepted at UNZA.
guilt,[ The day I have not worked (academic) hard enough.]
disgust,"I stormed into the room, hoping to cool myself with some soft music from my three band radio cassette.  There was only young Kaley there and he explained, "" Your aunt has sold it as she wanted to buy clothes."""
shame,At a weakness on my part.
anger,"One day in a clinic, the father of a child came in and assaulted a colleague for something that she had not done deliberately."
shame,"[ I feel shame when I do not arrive on time and others have to wait for me for a long time.]"
joy,"I got a letter from my best friend, whom I had not heard from for a long time (a good letter)."
disgust,When I got indecent offers.
anger,The stories about the way my grandmother treated my mother.
sadness,My friend still trusts me as a friend.
joy,"My sister had a daughter. I saw the baby for the first time through a pane of glass and she looked at me."
disgust,"In a warm bus full of people, someone vomited and the whole bus stank."
guilt,I am not doing what I should with this questionnaire.
anger,"A lady I live with had not bothered to clean up before she went   on holiday (I live in a collective)."
disgust,[ The previous incident holds good here also.]
joy,When my little sister was born.
anger,When my mother quarrelled with my aunt over me.
sadness,"Since I moved into the dorms and I've been spending most of my free time with my boyfriend. I hardly see my old high school friends. I had several bad incidents with my 2 past best friends."
guilt,"I was keeping a friend's Library book which went overdue. My friend was charged for the delay in returning the book to the Library. I felt guilty when I realised I was responsible."
fear,[ No response.]
disgust,When I was getting so fat.
guilt,"When I was in P3 I was always punished as I would forget to do my homework.  The first time that I was punished and not allowed to leave school, I slipped out of school."
guilt,"When I told a person something that had happened to my friend, and this person went and told my friend."
guilt,When I shot a bird in the head with a shotgun.
anger,"I was indignant at the unimpartiality shown by the referees at the football match between Bulgaria and France."
fear,"I had to tell someone that I was interested in remaining celibate and alone. And that my spiritual master strictly prohibited sexual relations outside of marriage. This caused great fear through lack of conviction afraid to hurt someone's feelings despite my own being hurt in the process."
guilt,I do not study enough as I do not understand it properly.
disgust,Seeing someone who has bleeding nose.
sadness,"I had this feeling when my parents distroyed a relationship with a boy because they thought he was bad and irresponsible."
anger,"I was a prefect at secondary school.  On the sports day I told others that I would take down the names of the people who misbehaved and after some time I sat down for a brief rest.  Suddenly the head prefect came and scolded me in front of others.  I was very angry as there were other prefects sitting and he picked on me.  I thought that a brief rest was not  serious enough to be blamed."
disgust,"When I saw a film where a black was rapeing a girl while another one was filming it for a pornographic movie."
fear,"We went fishing some 5 or 8 kilometers off the shore of Lake Malawi. Before we could settle down the lake became very rough to the point of threatening our lives."
anger,[ No response.]
shame,When I dated my friend's boyfriend after they had broken up.
fear,"Fear of the turn that the examination paper would take as I lacked confidence."
guilt,"I failed to keep a promise and this had a serious effet on someone's problem."
disgust,"When working in a chemical laundry, I saw rats and maggots in the washing."
anger,"My cousins were playing at home and one of them broke a decorative object which was very precious to me."
fear,"I was walking along a subway when I saw a group of louts.  I was rather afraid because I was alone."
shame,"Defying my parents and staying out all night when I wasn't supposed to."
anger,"Sometime back another girl who was in terms with my ex-boyfriend came to shout at me at twelve midnight. It was because she thought I was still interested in the boy."
disgust,"When my relatives troubled me so that I would help them financially."
fear,"On the way home one Friday night in the heavy rain the car acquaplanned.  I lost contact with the road surface for a few seconds."
guilt,"I was 4-5 years old when I hid the bicycle keys of a not very good friend.  After a few hours I pretended that I had found it."
sadness,"My got my mathematics test's marks and could not believe that it was true.  In the past I would have at least 80% marks.  Was I getting weaker at studies ?  This made me feel that I should not expect too much from going to the university."
fear,When approached by a gang of youths in town at night.
shame,"When some of my close friends and colleagues talk about me and my work and say that I am the brightest student of the college."
anger,"A certain person started to say dreadful things very calmly, I felt hurt and disgusted."
guilt,"I was driving a friend's car, and I got close to the pavement to ask my way and I struck a parked car."
fear,"When I first came to the UNZA I did not know the kind of people I would find here and the kind of behaviour they would have towards me."
guilt,"I had an argument with a friend of mine.  She would not let me speak and then I began to shout at her.  She got angry and left, I did not try to prevent her from leaving."
fear,"I stayed alone in the dark at night in the mountain, waiting for my uncle.  I remember that I took a big stone and it calmed me."
fear,"I was coming home from a relative's place and it was about 9.30/10 P.M.  I felt slightly apprehensive when I got off the bus and started walking towards my place.  I was confident that nothing would happen to me, yet there was this slight feeling of fear."
anger,"I was enjoying the company of bird life while I was eating lunch in a park when a group of people began throwing sticks at some of the birds - for no reason other than the satisfaction of seeing them being scared away."
joy,Talking with a nice girl.
shame,"At Christmas night there was a good movie on television which I wanted to see for years. I was whining about it till someone told me it was very childish. Then I felt shame."
joy,I unexpectedly got a present from my father.
fear,"When I was young I had gone to an old lift and played with the antique lift.  The guy discovered me and warned me, I was very frightened."
guilt,"I was to prepare relish for the family. I overcooked it and no one liked the meal that day."
fear,Finding out about people can go mad for social reasons.
anger,"My mother carried on using mental pressure concerning something which was serious and a real burden to me."
sadness,"When I was trying for a girl who I really liked and cared for and thought she felt the same way too. But she didn't like the idea and just wanted to stay friends."
shame,Forgetting an important appointment.
shame,When I wore a grotesque figure hanging down my back.
disgust,"The serving lady in the students' dining hall shouting at studennts."
anger,[ No description.]
shame,[ No response.]
joy,"Joy for me is when all my family gather around home for special occasions as Christmas etc. It really gives me joy to see my family and relatives and to observe natures productivity process which have been going on for centuries."
fear,"I was at home and we were sleeping when we heard some robbers breaking into our house."
sadness,"When I am alone in a room with no contact with anyone - loneliness drains me."
disgust,"Finding out that old and useless practitioners of retirement age will go to your English lectures and they do not understand English."
sadness,When my father was ill.
shame,"As a little girl, I was sick in the middle of a school day and I vomitted in the basin of the classroom."
joy,When my parents complimented me very nicely on something.
guilt,"I used to have two boyfriends in the past. Then one of them wanted to get engaged to me. I agreed but was guilt-conscious for disappointing the other one."
fear,"Sitting alone in a quiet room, concetrating on things happening around you. Thoughts come into my mind which make me afraid."
shame,"I felt it when I felt that I was being observed as an object of pleasure (sexual) when I opened and took off a shirt in a classroom at P.V.C."
guilt,"A very, very close friend of mine used to come to my room to      see me and I naver bothered to pay him a visit.  One day he asked me the reason behind this and I gave him a shirt."
shame,"When my natural parents name would show up on papers and not my, what I call real name."
sadness,When I was ditched by my girlfriend.
guilt,"I got angry at my mother for something trivial.  We were in a bad mood because my father was very ill and I knew that my mother really needed support.  I had reacted wrongly."
guilt,"I could have passed the last exam of the public competition, but I failed as I had not studied."
joy,"My girlfriend who had been very far away from me came to my place. She saw me and ran after me. I didn't know that she had come. I couldn't see her. She held my shoulders standing behind me."
shame,During a meeting.
shame,"In an express bus I sat on a seat meant for senior citizens and invalids."
anger,At home when they lost three pieces of my puzzle.
guilt,"Telling a lie to wife over phone about what I had been working at."
fear,"On my second plane trip, we ran into unexpected turbulence."
joy,"Coming to this lecture and listen to you talking about feelings, I am so happy that foreigners have the same feelings as Chinese."
fear,When armed robbers broke into our house at night.
anger,"When a man, a stranger to me, personally insulted a close woman friend of mine in public."
joy,"I was for the first time on a brigade this year. At that time my sister was to bear a child. I was mad with joy when I opened the telegram from my parents and learned I had a nephew."
guilt,"About not helping my sister when she asked me to help her on her chemistry class. I pretended to be busy."
guilt,When one of my lovers told me that I was a flirt.
shame,[ Do not know.]
anger,"When during a social evening with my father, brother, sister, close friend and my father's 2nd wife - I had an argument with my father, who abused my friend who was sticking up for me."
fear,Getting ill.
disgust,"When I worked at the life-saving service I was disgusted by a patient whose outward appearance was distasteful."
fear,"When a good friend of me told me one evening that she didn't want to live anymore."
disgust,"I felt disgusted on seeing my boyfriend after our separation.  One day he was begging at the mass transit railway station and at that moment I hated him."
fear,"When I was working in Delhi, I had gone alone to see the hostel where I would be residing."
sadness,"When a close friend, residing in the hostel, lost his father I really pittied him and the situation made me feel sad."
joy,Got a present from my friend for my birthday.
disgust,"When a ""friend"" woke me up in the middle of a blessful sleep by knocking on the door.  Then he started calling me names and saying that he had heard that I had been talking behind his back, this was a lie and the guy was drunk to the core."
joy,"I felt joy most strongly some years ago, when I took part in a NH Competition and I was the first."
disgust,"[ I would classify subjectively, a certain gesture or the way of talking of a person as disgusting or inacceptable.]"
sadness,"In 1983, my results at the university entrance exam were very poor - far from what I had expected.   I thought that I would not be accepted at the university."
joy,"To be able to prepare myself better for an important examination, I did not spend the nitht with my girl-friend but in the students' hostel. I had not done that for months. The day when I had the examn, somebody knocked at my door at seven o'clock in the morning. My girl-friend who likes sleeping late, had come to be able to be with me."
shame,Failing in an examn because of lazyness.
shame,"I was talking badly about a person to some friends, and discovered that his daughter was listening."
sadness,"When I understood that my marriage was falling apart, and we decided to be legally separated."
guilt,Little contact with my father before he died.
shame,"Finding out from this lecture that China is backward in psychology."
fear,"I was living in rooms in a very lonely, quiet neigbourhood. During the night it was very silent and this frightened me. The fact of being alone in that house frightened me."
fear,"This last August when my parents dropped me off and moved me into college I didn't know anybody here; I was 17 and Berkeley really scared me."
anger,"When I talk to silly, petty-minded and unmanageable people."
anger,"When I was told that a boy did not want to be my friend without any apparent reason."
fear,"Fear is an emotion that I experience very often.  Naturally this is during exams and subsequently while waiting for the results.  However there is one occassion when I was paralyzed with fear.  This was when I was doing my M.A.-I, and we had a series of student lectures.  I was one of the participants and my lecture happened to be the opening lecture.  I had been confident all morning, about twenty minutes before the lecture, my confidence started failing me.  I felt my heart go cold, my lips go dry and I was really paralyzed.  This incident of fear is still fresh."
anger,"My boyfriend breaking up with me about 7 months after I had an abortion. Just the fact that he was ignoring me and continued to do so."
guilt,"I destroyed my step-brother's bedsheets by mistake, they were the only ones he had."
shame,"My brother came to see me and found me with a boy friend.  When my boyfriend greeted him, he did not answer and instead started shouting at me and scolding me in the prescence of my boyfriend."
joy,"When I received the result slip of the higher level examination (an university entrance exam) and saw that I had a very good possibility of being accepted into the university, I felt very excited."
joy,A recurrent lovesickness.
fear,"When one has arranged to meet someone and that person arrives late, in the meantime one starts thinking about all that could have gone wrong e.g a traffic accident."
guilt,I had promised to call a girl but I did not do it.
joy,My old friend visited me in the university.
guilt,"When we were playing, I hurt my little sister, but towards my mother I did not admit that it was my fault."
fear,A relative died.
sadness,"In my penultimate job I was responsible of a sections with several employers, after several years of dedication I was dismissed by a new chef, saying that I was incompetent."
fear,[ No response.]
shame,When I had to act alone a character for a public (40 people).
disgust,When I worked at the life-saving sevice and saw the first exitus.
guilt,When I lost something that was valuable to my sister.
disgust,"When a very dirty class-mate farted in my  presence.  There was a terrible smell."
guilt,"I chatted up with a girl who I didn't love. She however was fallen in love with me. I felt responsible for her sorrow."
anger,"We are repainting rooms in my house. My mother started to enact plans to paint my room without consulting me."
disgust,"When a very near person got into an awkward situation but showed only helplessness and indecision."
sadness,"I had asked the teacher to write a recommendation letter for me, but I had not provided enough information and had run short of time."
sadness,"Leaving Melbourne to move interstate - leaving relatives and friends behind."
shame,"When my mother found a leaf of my diary where I had written about my mother's lack of education, especially her poor arithmetical insight."
guilt,"When my grandfather was in a nursing home when I was young I never wanted to go and sometimes didn't have to and later I felt guilty."
joy,"When finally I found a place to live, I felt relieved, predicting changes in my life, and I became happy."
disgust,With an alcoholic.
joy,When the contract about my shop was signed.
shame,"During an informal discussion I contributed a lot even though I had not spent much time studying.  Whenever someone said that someone was not paying attention, or that he had too many other things to do, or that the persoon was not trying his best, I would feel ashamed."
joy,"This came in when at one time I met a girl who I didn't expect to fall in love with me. Fortunately I tried my luck and she accepted my proposal. At the same time she was giving me a lot of money which was just like a miracle to me."
shame,"Not having owned up to the responsibility an incident where family car received minor damage."
guilt,"This situation happened when my friend me with a knife which I stole from him."
fear,"When I entered the operation theatre and underwent a difficult operation."
guilt,I made another person cry for an unjustified cause.
anger,"During the Summer, at my workplace, a person kept interfering with my tasks and making unfounded remarks.  I felt hatred for him but it stopped when I realized that he just longed for attention."
sadness,"Once my friend and I got into into a hot discussion on a very controversial topic.  At one point of the argument I disagreed with her totally and I took what she was saying as an insult.  So I couter-argued and unknowingly hurt her emotionally, I felt very sad about this."
guilt,"During class one day I walked out of the class.  The teacher noticed it and decided that he would take some action against me, when I realized this I approached him and told him that I was sorry for the incident and would not repeat it."
sadness,"After hearing about the death of my grandfather.  First I could not believe it, but later I wept and felt the situation was hopeless.  I felt lonely and wanted to be consolated."
fear,Every time I see a spider or a snake.
anger,"Sometime ago I felt very angry when my mother wrote me telling me that my elder sister was messing up things at home by her internalised aggressive attitude towards parents and her husband."
anger,"My parents were having a typical family argument.  I came in and saw the scene and became angry."
disgust,"One of my fellow students used questionable and unfair means to advance her studies faster than others.  I detested her."
guilt,"Our class had organized a picnic in November.  I was the class representative so I became the organizor.  However the picnic was postponed by one week and I had something else to do then. Initially I did not ponder on what to do and decided to go for the picnic.  When I had the time to think about it I thought that my decision was wrong.  My classmates thought that I would go as I had signed my name but I did not go.  I told another class representative that I was not going but he did not know the reason behind my not going.  After the picnic my classmates asked me why I had not gone to the picnic and everytime someone mentioned it I was apologetic.  I should have decided right in the begining that I would not go and then they would not see me as irresponsible i.e promising to go and changing my mind afterwards."
guilt,"Some time ago I slapped my son without trying to understand who the real culprit of a damage was. After that I felt guilty and bad but it was too late."
shame,"When I stated sharply something I was not very sure of and a few days later I was shown to be wrong."
shame,When I did not buy what I had promised to.
anger,"I felt angry when I heard that my sister had failed the Examinations which we hoped she was going to pass with distinctions."
joy,When my first child was born.
shame,Not being able to hand in homework in time.
guilt,"I had promised to visit my girlfriend but for different reasons could not make it.  I rang up later to tell her that I could not come."
joy,"When I made the winning goal during a very important football game."
joy,Getting back with my boyfriend after a year away - apart.
fear,"That if ever I was really naughty I would be sent away from my Mum and Dad to another family. I was fostered from age 5 and didn't get to Mum and Dad until I was 6 and then legally adopted at 14."
sadness,"I felt sadness when I remembered my former boyfriend with whom I got separated an year ago and when comparing him with my present one with whom things are not much of a success."
